[0, 0, 3, 0, 1, 6, 0, 0, 0, 6, 4, 0, 8, 9, 0, 0, 0, 1, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 6, 0, 2, 0, 0, 0, 8, 0, 0, 1, 7, 0, 6, 5, 0, 0, 2, 0, 9, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 4, 0, 2, 1, 0, 0, 0, 6, 0, 8, 3, 0, 5, 0], random, 7, 2.5411940344793202, 0.30578240935219025
[0, 0, 3, 0, 1, 6, 0, 0, 0, 6, 4, 0, 8, 9, 0, 0, 0, 1, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 6, 0, 2, 0, 0, 0, 8, 0, 0, 1, 7, 0, 6, 5, 0, 0, 2, 0, 9, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6, 0, 8, 3, 0, 5, 0], random, 9, 2.5454313061253186, 0.30536666696383363
[0, 0, 3, 0, 1, 6, 0, 0, 0, 6, 4, 0, 8, 9, 0, 0, 0, 1, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 6, 0, 2, 0, 0, 0, 8, 0, 0, 1, 7, 0, 6, 5, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6, 0, 8, 3, 0, 5, 0], random, 22, 2.3706226799941272, 0.32749159521463767
[0, 0, 3, 0, 1, 6, 0, 0, 0, 6, 4, 0, 8, 0, 0, 0, 0, 1, 0, 7, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 6, 0, 2, 0, 0, 0, 8, 0, 0, 1, 7, 0, 6, 5, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6, 0, 8, 3, 0, 5, 0], random, 68, 2.9930236150737213, 0.3543325065348143
[0, 0, 3, 0, 1, 6, 0, 0, 0, 6, 4, 0, 8, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 6, 0, 2, 0, 0, 0, 8, 0, 0, 1, 7, 0, 6, 5, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6, 0, 8, 3, 0, 5, 0], random, 155, 3.0355616787457707, 0.3518842226438572
[0, 0, 3, 0, 1, 6, 0, 0, 0, 6, 4, 0, 8, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 6, 0, 2, 0, 0, 0, 8, 0, 0, 1, 7, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6, 0, 8, 3, 0, 5, 0], random, 485, 3.0660168946188575, 0.342690853323694
[0, 0, 3, 0, 1, 6, 0, 0, 0, 6, 4, 0, 8, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 6, 0, 2, 0, 0, 0, 8, 0, 0, 1, 7, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 6, 0, 8, 3, 0, 5, 0], random, 7570, 2.846971798356704, 0.33472801695676957
[0, 8, 0, 0, 0, 0, 5, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 6, 9, 2, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 5, 4, 3, 0, 0, 9, 4, 0, 2, 0, 7, 0, 8, 0, 0, 0, 6, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4], heuristic, 13878, 2.1789870526763577, 0.3468684394425406
[0, 8, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 7, 3, 2, 0, 0, 0, 1, 0, 0, 2, 0, 4, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 0, 4, 0, 0, 0, 8, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 8, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 6, 7, 8, 0, 9, 0, 0], heuristic, 12612, 2.112058628990363, 0.13666586986795537
[0, 8, 0, 0, 1, 0, 0, 7, 9, 0, 0, 0, 0, 9, 0, 3, 0, 0, 9, 0, 0, 0, 0, 2, 0, 0, 6, 4, 3, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 5, 4, 0, 0, 0, 9, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 1, 0, 0, 0, 0, 0, 8, 3, 0, 0, 4], heuristic, 13341, 2.1747691008999315, 0.17639952326843358
